accountName,pagename,processedPages,name,cost,appdexValue
"lloyds retail","APPLICATION",8064285,"daily",627,0.7159244123936592
"lloyds retail","a/account_details",9815199,"weekly",2826,0.7668797647403787
"lloyds retail","a/account_overview_personal",8475837,"weekly",2826,0.7785172131082747
"lloyds retail","logon/login.jsp",7341696,"weekly",2826,0.6784887987734715
"lloyds retail","a/logon/entermemorableinformation.jsp",4829556,"weekly",2826,0.5756961923621965
"lloyds retail","unauth/pages/loggedoff.jsp",2920163,"weekly",2826,0.6915608820466529
"lloyds retail","a/mobile/account_details",2133856,"weekly",2826,0.8244344979230088
"lloyds retail","a/mobile/account_overview",1990584,"weekly",2826,0.82327246677357
"lloyds retail","a/useradmin/mobile/logon/entermemorableinformation.jsp",1340545,"weekly",2826,0.5750754357369577
"lloyds retail","a/logon/interstitialpage.jsp",1236852,"weekly",2826,0.8170237829586725
"lloyds retail","a/make_payment",1157557,"weekly",2826,0.8858691191880832
"lloyds retail","a/makepayment/makepaymentconfirmation.jsp",886596,"weekly",2826,0.8483582150156328
"lloyds retail","a/makepayment/makepaymentsuccessful.jsp",802641,"weekly",2826,0.7739593417231365
"lloyds retail","a/make_transfer",713689,"weekly",2826,0.8938508229775154
"lloyds retail","unauth/pages/mobiledefault/loggedoffmobile.jsp",608492,"weekly",2826,0.6534309407518916
"lloyds retail","a/makepayment/fasterpaymentinprogress.jsp",592590,"weekly",2826,0.9087244131693076
"lloyds retail","a/maketransfer/maketransferconfirmation.jsp",563771,"weekly",2826,0.8943870826984716
"lloyds retail","a/maketransfer/maketransfersuccessful.jsp",553394,"weekly",2826,0.6764222235875343
"lloyds retail","a/logoff/timedlogoff.jsp",388933,"weekly",2826,0.8907806743063715
"lloyds retail","a/set_up_new_payee_for_payment",377955,"weekly",2826,0.9093489965736662
"lloyds retail","a/logon/reentermemorableinformation.jsp",224849,"weekly",2826,0.871369230016589
"lloyds retail","a/mobile/make_transfer",188760,"weekly",2826,0.8831691036236491
"lloyds retail","a/mobile/make_payment",185165,"weekly",2826,0.863567628871547
"lloyds retail","a/useradmin/mobile/logon/mobileinterstitialpage.jsp",158550,"weekly",2826,0.7254746136865342
"lloyds retail","a/sr_hub",152009,"weekly",2826,0.8014163635047925
"lloyds retail","a/payments/mobile/maketransfer/maketransfersuccessful.jsp",140693,"weekly",2826,0.5723809997654468
"lloyds retail","a/payments/mobile/maketransfer/maketransferconfirmation.jsp",137159,"weekly",2826,0.8259647562318185
"lloyds retail","a/payments/mobile/makepayment/makepaymentconfirmation.jsp",134333,"weekly",2826,0.7861806108700021
"lloyds retail","a/payments/mobile/makepayment/paymentsuccessful.jsp",116479,"weekly",2826,0.5345427072691215
"lloyds retail","AOV - Redesigned Desktop",586,"weekly",2826,0.5793515358361775
"lloyds retail","a/account_details_ress",117,"weekly",2826,0.6452991452991453
"lloyds retail","APPLICATION",51389883,"weekly",3341,0.7453758748584813
"Halifax Retail","a/account_details",3226,"5min",167,0.6506509609423434
"Halifax Retail","a/account_overview_personal",2489,"5min",167,0.715548413017276
"Halifax Retail","logon/login.jsp",2210,"5min",167,0.5676470588235294
"Halifax Retail","a/logon/entermemorableinformation.jsp",1430,"5min",167,0.4493006993006993
"Halifax Retail","unauth/pages/loggedoff.jsp",833,"5min",167,0.5330132052821128
"Halifax Retail","a/mobile/account_details",707,"5min",167,0.8062234794908062
"Halifax Retail","a/mobile/account_overview",606,"5min",167,0.7698019801980198
"Halifax Retail","a/useradmin/mobile/logon/entermemorableinformation.jsp",402,"5min",167,0.5099502487562189
"Halifax Retail","a/logon/interstitialpage.jsp",361,"5min",167,0.7520775623268698
"Halifax Retail","a/make_payment",306,"5min",167,0.8529411764705882
"Halifax Retail","a/makepayment/makepaymentconfirmation.jsp",243,"5min",167,0.7921810699588477
"Halifax Retail","a/makepayment/makepaymentsuccessful.jsp",212,"5min",167,0.7122641509433962
"Halifax Retail","a/make_transfer",207,"5min",167,0.8695652173913043
"Halifax Retail","a/makepayment/fasterpaymentinprogress.jsp",170,"5min",167,0.8676470588235294
"Halifax Retail","unauth/pages/mobiledefault/loggedoffmobile.jsp",165,"5min",167,0.5151515151515151
"Halifax Retail","a/maketransfer/maketransfersuccessful.jsp",159,"5min",167,0.6823899371069182
"Halifax Retail","a/maketransfer/maketransferconfirmation.jsp",158,"5min",167,0.8291139240506329
"Halifax Retail","a/logoff/timedlogoff.jsp",150,"5min",167,0.8266666666666667
"Halifax Retail","a/set_up_new_payee_for_payment",139,"5min",167,0.8489208633093526
"Halifax Retail","APPLICATION",16270,"5min",105,0.6622618315918869
"Halifax Retail","a/account_details",62941,"hourly",209,0.6849350979488728
"Halifax Retail","a/account_overview_personal",54126,"hourly",209,0.7182869600561652
"Halifax Retail","logon/login.jsp",48213,"hourly",209,0.5675336527492585
"Halifax Retail","a/logon/entermemorableinformation.jsp",30925,"hourly",209,0.45049312853678253
"Halifax Retail","unauth/pages/loggedoff.jsp",18768,"hourly",209,0.5361786018755328
"Halifax Retail","a/mobile/account_details",15298,"hourly",209,0.7734671198849523
"Halifax Retail","a/mobile/account_overview",13759,"hourly",209,0.7509266661821353
"Halifax Retail","a/useradmin/mobile/logon/entermemorableinformation.jsp",9522,"hourly",209,0.5163306028145348
"Halifax Retail","a/logon/interstitialpage.jsp",7350,"hourly",209,0.7677551020408163
"Halifax Retail","a/make_payment",6997,"hourly",209,0.8317850507360297
"Halifax Retail","a/makepayment/makepaymentconfirmation.jsp",5306,"hourly",209,0.7832642291745194
"Halifax Retail","a/makepayment/makepaymentsuccessful.jsp",4700,"hourly",209,0.7024468085106383
"Halifax Retail","a/make_transfer",4552,"hourly",209,0.8445738137082601
"Halifax Retail","unauth/pages/mobiledefault/loggedoffmobile.jsp",3932,"hourly",209,0.5106815869786369
"Halifax Retail","a/makepayment/fasterpaymentinprogress.jsp",3620,"hourly",209,0.8296961325966851
"Halifax Retail","a/maketransfer/maketransferconfirmation.jsp",3573,"hourly",209,0.8231178281556115
"Halifax Retail","a/maketransfer/maketransfersuccessful.jsp",3487,"hourly",209,0.635790077430456
"Halifax Retail","a/logoff/timedlogoff.jsp",2834,"hourly",209,0.8380381086803105
"Halifax Retail","a/set_up_new_payee_for_payment",2612,"hourly",209,0.8489663093415007
"Halifax Retail","a/logon/reentermemorableinformation.jsp",1658,"hourly",209,0.8066948130277443
"Halifax Retail","a/mobile/make_transfer",1507,"hourly",209,0.8334439283344393
"Halifax Retail","a/mobile/make_payment",1391,"hourly",209,0.8134435657800144
"Halifax Retail","a/sr_hub",1227,"hourly",209,0.7387938060309699
"Halifax Retail","a/payments/mobile/maketransfer/maketransfersuccessful.jsp",1126,"hourly",209,0.5430728241563055
"Halifax Retail","a/payments/mobile/maketransfer/maketransferconfirmation.jsp",1061,"hourly",209,0.7549481621112158
"Halifax Retail","a/payments/mobile/makepayment/makepaymentconfirmation.jsp",944,"hourly",209,0.711864406779661
"Halifax Retail","a/payments/mobile/makepayment/paymentsuccessful.jsp",854,"hourly",209,0.5035128805620609
"Halifax Retail","a/useradmin/mobile/logon/mobileinterstitialpage.jsp",239,"hourly",209,0.7259414225941423
"Halifax Retail","APPLICATION",338857,"hourly",127,0.662642353559171
"Halifax Retail","a/account_details",1028375,"daily",625,0.7145156193022973
"Halifax Retail","a/account_overview_personal",903996,"daily",625,0.7235092854393161
"Halifax Retail","logon/login.jsp",843153,"daily",625,0.5979887398846947
"Halifax Retail","a/logon/entermemorableinformation.jsp",519450,"daily",625,0.49118009433054194
"Halifax Retail","unauth/pages/loggedoff.jsp",327378,"daily",625,0.6353099475224359
"Halifax Retail","a/mobile/account_details",295406,"daily",625,0.8198073160328497
"Halifax Retail","a/mobile/account_overview",265622,"daily",625,0.801161048407135
"Halifax Retail","a/useradmin/mobile/logon/entermemorableinformation.jsp",179672,"daily",625,0.5674005966427713
"Halifax Retail","a/make_payment",115306,"daily",625,0.8290765441520823
"Halifax Retail","a/logon/interstitialpage.jsp",101460,"daily",625,0.8072048097772521
"Halifax Retail","a/makepayment/makepaymentconfirmation.jsp",89068,"daily",625,0.8153489468720528
"Halifax Retail","a/makepayment/makepaymentsuccessful.jsp",79944,"daily",625,0.7423508956269389
"Halifax Retail","unauth/pages/mobiledefault/loggedoffmobile.jsp",77264,"daily",625,0.5866444916131704
"Halifax Retail","a/make_transfer",76298,"daily",625,0.8737319457915017
"Halifax Retail","a/makepayment/fasterpaymentinprogress.jsp",63787,"daily",625,0.8782980858168592
"Halifax Retail","a/maketransfer/maketransferconfirmation.jsp",59411,"daily",625,0.8616081197084715
"Halifax Retail","a/maketransfer/maketransfersuccessful.jsp",57996,"daily",625,0.6284312711221464
"Halifax Retail","a/logoff/timedlogoff.jsp",41407,"daily",625,0.8710966744753302
"Halifax Retail","a/set_up_new_payee_for_payment",38359,"daily",625,0.8754138533329857
"Halifax Retail","a/mobile/make_transfer",26407,"daily",625,0.8753550195024047
"Halifax Retail","a/logon/reentermemorableinformation.jsp",25956,"daily",625,0.8474726460163353
"Halifax Retail","a/mobile/make_payment",24928,"daily",625,0.8541800385109114
"Halifax Retail","a/sr_hub",20710,"daily",625,0.7779333655239015
"Halifax Retail","a/payments/mobile/maketransfer/maketransfersuccessful.jsp",19594,"daily",625,0.5552720220475655
"Halifax Retail","a/payments/mobile/maketransfer/maketransferconfirmation.jsp",18923,"daily",625,0.8157004703271151
"Halifax Retail","a/payments/mobile/makepayment/makepaymentconfirmation.jsp",17933,"daily",625,0.7688061116377628
"Halifax Retail","a/payments/mobile/makepayment/paymentsuccessful.jsp",15478,"daily",625,0.5322716113192919
"Halifax Retail","a/useradmin/mobile/logon/mobileinterstitialpage.jsp",3965,"daily",625,0.7919293820933165
"Halifax Retail","APPLICATION",5724327,"daily",578,0.6954134520966395
"Halifax Retail","a/account_details",6769045,"weekly",1842,0.7308861885243783
"Halifax Retail","a/account_overview_personal",5999361,"weekly",1842,0.723218106061629
"Halifax Retail","logon/login.jsp",5668390,"weekly",1842,0.63121997604258
"Halifax Retail","a/logon/entermemorableinformation.jsp",3413852,"weekly",1842,0.5036488107861735
"Halifax Retail","unauth/pages/loggedoff.jsp",2166838,"weekly",1842,0.6727332638619038
"Halifax Retail","a/mobile/account_details",2045833,"weekly",1842,0.831861398266623
"Halifax Retail","a/mobile/account_overview",1853738,"weekly",1842,0.8104152258841325
"Halifax Retail","a/useradmin/mobile/logon/entermemorableinformation.jsp",1246325,"weekly",1842,0.5781361201933685
"Halifax Retail","a/make_payment",786701,"weekly",1842,0.8324967173042871
"Halifax Retail","a/logon/interstitialpage.jsp",740188,"weekly",1842,0.8302255643160926
"Halifax Retail","a/makepayment/makepaymentconfirmation.jsp",613705,"weekly",1842,0.8336855655404469
"Halifax Retail","a/makepayment/makepaymentsuccessful.jsp",552138,"weekly",1842,0.7659996232825852
"Halifax Retail","unauth/pages/mobiledefault/loggedoffmobile.jsp",528776,"weekly",1842,0.6179601570419232
"Halifax Retail","a/make_transfer",520024,"weekly",1842,0.8893627986400627
"Halifax Retail","a/makepayment/fasterpaymentinprogress.jsp",417817,"weekly",1842,0.8965156994569393
"Halifax Retail","a/maketransfer/maketransferconfirmation.jsp",406448,"weekly",1842,0.8793301972208007
"Halifax Retail","a/maketransfer/maketransfersuccessful.jsp",396734,"weekly",1842,0.6541221574152959
"Halifax Retail","a/logoff/timedlogoff.jsp",299772,"weekly",1842,0.8902082249176041
"Halifax Retail","a/set_up_new_payee_for_payment",247758,"weekly",1842,0.9011858345643733
"Halifax Retail","a/mobile/make_transfer",185809,"weekly",1842,0.8819567405238713
"Halifax Retail","a/mobile/make_payment",182474,"weekly",1842,0.8631942084899766
"Halifax Retail","a/logon/reentermemorableinformation.jsp",172031,"weekly",1842,0.8642018008382211
"Halifax Retail","a/payments/mobile/maketransfer/maketransfersuccessful.jsp",138720,"weekly",1842,0.5672253460207612
"Halifax Retail","a/payments/mobile/maketransfer/maketransferconfirmation.jsp",133747,"weekly",1842,0.8280372643872386
"Halifax Retail","a/payments/mobile/makepayment/makepaymentconfirmation.jsp",131860,"weekly",1842,0.7815182769604125
"Halifax Retail","a/sr_hub",128463,"weekly",1842,0.7973073959038789
"Halifax Retail","a/payments/mobile/makepayment/paymentsuccessful.jsp",114900,"weekly",1842,0.5383333333333333
"Halifax Retail","a/useradmin/mobile/logon/mobileinterstitialpage.jsp",31097,"weekly",1842,0.799562658777374
"Halifax Retail","APPLICATION",38477142,"weekly",2826,0.7128348436066275
"Scotland Retail","a/account_details",517,"5min",52,0.7427466150870407
"Scotland Retail","a/account_overview_personal",446,"5min",52,0.7522421524663677
"Scotland Retail","logon/login.jsp",421,"5min",52,0.5878859857482185
"Scotland Retail","a/logon/entermemorableinformation.jsp",283,"5min",52,0.4840989399293286
"Scotland Retail","unauth/pages/loggedoff.jsp",180,"5min",52,0.5611111111111111
"Scotland Retail","a/mobile/account_details",146,"5min",52,0.8082191780821918
"Scotland Retail","a/mobile/account_overview",129,"5min",52,0.8604651162790697
"Scotland Retail","APPLICATION",3962,"5min",137,0.6956082786471479
"Scotland Retail","a/account_details",11390,"hourly",162,0.7430640913081651
"Scotland Retail","a/account_overview_personal",10079,"hourly",162,0.75895426133545
"Scotland Retail","logon/login.jsp",9539,"hourly",162,0.5862249711709823
"Scotland Retail","a/logon/entermemorableinformation.jsp",6185,"hourly",162,0.48439773645917544
"Scotland Retail","unauth/pages/loggedoff.jsp",3629,"hourly",162,0.593551942683935
"Scotland Retail","a/mobile/account_details",3072,"hourly",162,0.80615234375
"Scotland Retail","a/mobile/account_overview",2675,"hourly",162,0.8065420560747664
"Scotland Retail","a/useradmin/mobile/logon/entermemorableinformation.jsp",1916,"hourly",162,0.5602818371607515
"Scotland Retail","a/make_payment",1372,"hourly",162,0.8680758017492711
"Scotland Retail","a/logon/interstitialpage.jsp",1121,"hourly",162,0.7979482604817127
"Scotland Retail","a/makepayment/makepaymentconfirmation.jsp",1034,"hourly",162,0.8375241779497099
"Scotland Retail","a/makepayment/makepaymentsuccessful.jsp",918,"hourly",162,0.7538126361655774
"Scotland Retail","a/make_transfer",884,"hourly",162,0.8812217194570136
"Scotland Retail","unauth/pages/mobiledefault/loggedoffmobile.jsp",758,"hourly",162,0.616754617414248
"Scotland Retail","a/makepayment/fasterpaymentinprogress.jsp",686,"hourly",162,0.8899416909620991
"Scotland Retail","a/maketransfer/maketransferconfirmation.jsp",657,"hourly",162,0.8919330289193302
"Scotland Retail","a/maketransfer/maketransfersuccessful.jsp",653,"hourly",162,0.6983154670750383
"Scotland Retail","AOV - Redesigned Desktop",547,"hourly",162,0.6718464351005484
"Scotland Retail","a/set_up_new_payee_for_payment",530,"hourly",162,0.8547169811320755
"Scotland Retail","a/logoff/timedlogoff.jsp",459,"hourly",162,0.8867102396514162
"Scotland Retail","a/account_details_ress",431,"hourly",162,0.728538283062645
"Scotland Retail","a/logon/reentermemorableinformation.jsp",316,"hourly",162,0.8591772151898734
"Scotland Retail","a/mobile/make_transfer",281,"hourly",162,0.8469750889679716
"Scotland Retail","a/mobile/make_payment",269,"hourly",162,0.8661710037174721
"Scotland Retail","a/sr_hub",260,"hourly",162,0.7846153846153846
"Scotland Retail","a/payments/mobile/maketransfer/maketransferconfirmation.jsp",218,"hourly",162,0.805045871559633
"Scotland Retail","a/payments/mobile/maketransfer/maketransfersuccessful.jsp",216,"hourly",162,0.6157407407407407
"Scotland Retail","a/payments/mobile/makepayment/makepaymentconfirmation.jsp",184,"hourly",162,0.7581521739130435
"Scotland Retail","a/payments/mobile/makepayment/paymentsuccessful.jsp",164,"hourly",162,0.524390243902439
"Scotland Retail","a/useradmin/mobile/logon/mobileinterstitialpage.jsp",105,"hourly",162,0.7714285714285715
"Scotland Retail","APPLICATION",65167,"hourly",46,0.7038838676017003
"Scotland Retail","a/account_details",177993,"daily",607,0.7532824324552089
"Scotland Retail","a/account_overview_personal",159021,"daily",607,0.773262650844857
"Scotland Retail","logon/login.jsp",158531,"daily",607,0.6436312140843116
"Scotland Retail","a/logon/entermemorableinformation.jsp",98423,"daily",607,0.5168710565619825
"Scotland Retail","unauth/pages/loggedoff.jsp",59136,"daily",607,0.6486826975108225
"Scotland Retail","a/mobile/account_details",53034,"daily",607,0.8478994607233096
"Scotland Retail","a/mobile/account_overview",47248,"daily",607,0.8355168472739587
"Scotland Retail","a/useradmin/mobile/logon/entermemorableinformation.jsp",32500,"daily",607,0.5900461538461539
"Scotland Retail","a/make_payment",21755,"daily",607,0.8799356469777063
"Scotland Retail","a/makepayment/makepaymentconfirmation.jsp",16449,"daily",607,0.8397167001033498
"Scotland Retail","a/makepayment/makepaymentsuccessful.jsp",14755,"daily",607,0.7741104710267706
"Scotland Retail","a/logon/interstitialpage.jsp",14618,"daily",607,0.8328772745929676
"Scotland Retail","a/make_transfer",14301,"daily",607,0.8901825047199496
"Scotland Retail","unauth/pages/mobiledefault/loggedoffmobile.jsp",13609,"daily",607,0.6968550224116393
"Scotland Retail","a/makepayment/fasterpaymentinprogress.jsp",11249,"daily",607,0.9045248466530358
"Scotland Retail","a/maketransfer/maketransferconfirmation.jsp",10988,"daily",607,0.8903349108117947
"Scotland Retail","a/maketransfer/maketransfersuccessful.jsp",10690,"daily",607,0.6747895229186155
"Scotland Retail","AOV - Redesigned Desktop",9759,"daily",607,0.6965877651398709
"Scotland Retail","a/set_up_new_payee_for_payment",7752,"daily",607,0.9051212590299278
"Scotland Retail","a/account_details_ress",7537,"daily",607,0.7527530847817434
"Scotland Retail","a/logoff/timedlogoff.jsp",6273,"daily",607,0.9014028375577874
"Scotland Retail","a/logon/reentermemorableinformation.jsp",4640,"daily",607,0.8637931034482759
"Scotland Retail","a/mobile/make_transfer",4470,"daily",607,0.8897091722595079
"Scotland Retail","a/mobile/make_payment",4124,"daily",607,0.8806983511154219
"Scotland Retail","a/payments/mobile/maketransfer/maketransfersuccessful.jsp",3339,"daily",607,0.5917939502845163
"Scotland Retail","a/sr_hub",3267,"daily",607,0.7964493419038874
"Scotland Retail","a/payments/mobile/maketransfer/maketransferconfirmation.jsp",3173,"daily",607,0.8444689568231957
"Scotland Retail","a/payments/mobile/makepayment/makepaymentconfirmation.jsp",2944,"daily",607,0.7972146739130435
"Scotland Retail","a/payments/mobile/makepayment/paymentsuccessful.jsp",2590,"daily",607,0.5388030888030888
"Scotland Retail","a/useradmin/mobile/logon/mobileinterstitialpage.jsp",1386,"daily",607,0.8080808080808081
"Scotland Retail","AOV - Redesigned Mobile",759,"daily",607,0.538866930171278
"Scotland Retail","APPLICATION",1043706,"daily",531,0.7292594849507429
"Scotland Retail","a/account_details",1150880,"weekly",2736,0.7719975149450855
"Scotland Retail","logon/login.jsp",1047596,"weekly",2736,0.6817408619353262
"Scotland Retail","a/account_overview_personal",1036326,"weekly",2736,0.7904824350638698
"Scotland Retail","a/logon/entermemorableinformation.jsp",633712,"weekly",2736,0.5601858572979523
"Scotland Retail","unauth/pages/loggedoff.jsp",386046,"weekly",2736,0.717104956404159
"Scotland Retail","a/mobile/account_details",371821,"weekly",2736,0.8686047856360991
"Scotland Retail","a/mobile/account_overview",331430,"weekly",2736,0.8498596988806083
"Scotland Retail","a/useradmin/mobile/logon/entermemorableinformation.jsp",225139,"weekly",2736,0.6160238785816762
"Scotland Retail","a/make_payment",145510,"weekly",2736,0.8946704693835476
"Scotland Retail","a/makepayment/makepaymentconfirmation.jsp",111387,"weekly",2736,0.8612270731773007
"Scotland Retail","a/logon/interstitialpage.jsp",109503,"weekly",2736,0.8607846360373689
"Scotland Retail","a/makepayment/makepaymentsuccessful.jsp",100566,"weekly",2736,0.801602927430742
"Scotland Retail","a/make_transfer",97350,"weekly",2736,0.9091884951206985
"Scotland Retail","unauth/pages/mobiledefault/loggedoffmobile.jsp",93554,"weekly",2736,0.7457778395365243
"Scotland Retail","a/maketransfer/maketransferconfirmation.jsp",75872,"weekly",2736,0.9107048713622944
"Scotland Retail","a/maketransfer/maketransfersuccessful.jsp",74074,"weekly",2736,0.7018454518454519
"Scotland Retail","a/makepayment/fasterpaymentinprogress.jsp",72833,"weekly",2736,0.9252879875880439
"Scotland Retail","AOV - Redesigned Desktop",63294,"weekly",2736,0.7303930862325023
"Scotland Retail","a/set_up_new_payee_for_payment",48331,"weekly",2736,0.9246446380170077
"Scotland Retail","a/account_details_ress",47290,"weekly",2736,0.7757136815394375
"Scotland Retail","a/logoff/timedlogoff.jsp",44294,"weekly",2736,0.9180137264640809
"Scotland Retail","a/mobile/make_transfer",31940,"weekly",2736,0.9101127113337508
"Scotland Retail","a/mobile/make_payment",31414,"weekly",2736,0.8967180238110397
"Scotland Retail","a/logon/reentermemorableinformation.jsp",30124,"weekly",2736,0.885423582525561
"Scotland Retail","a/payments/mobile/maketransfer/maketransfersuccessful.jsp",23754,"weekly",2736,0.6085711880104403
"Scotland Retail","a/payments/mobile/maketransfer/maketransferconfirmation.jsp",22632,"weekly",2736,0.8696314952279958
"Scotland Retail","a/payments/mobile/makepayment/makepaymentconfirmation.jsp",22623,"weekly",2736,0.8213764752685321
