accountName;pagename;processedPages;name;cost;appdexValue
lloyds retail;a/mobile/make_payment;1362;hourly;281;0.7287077826725403
lloyds retail;a/payments/mobile/maketransfer/maketransfersuccessful.jsp;1320;hourly;281;0.5083333333333333
lloyds retail;a/payments/mobile/maketransfer/maketransferconfirmation.jsp;1310;hourly;281;0.6786259541984733
lloyds retail;a/payments/mobile/makepayment/makepaymentconfirmation.jsp;1023;hourly;281;0.6456500488758553
lloyds retail;a/payments/mobile/makepayment/paymentsuccessful.jsp;902;hourly;281;0.47671840354767187
lloyds retail;APPLICATION;510033;hourly;161;0.5568463217085953
lloyds retail;a/account_details;1537946;daily;1218;0.755874718618209
lloyds retail;a/account_overview_personal;1313093;daily;1218;0.7645399069220535
lloyds retail;logon/login.jsp;1131100;daily;1218;0.6442370259039872
lloyds retail;a/logon/entermemorableinformation.jsp;758140;daily;1218;0.5386353443954942
lloyds retail;unauth/pages/loggedoff.jsp;461289;daily;1218;0.641872015157526
lloyds retail;a/logon/interstitialpage.jsp;343484;daily;1218;0.7729282877805079
lloyds retail;a/mobile/account_details;307796;daily;1218;0.8114822804714811
lloyds retail;a/mobile/account_overview;288933;daily;1218;0.8260271412403568
lloyds retail;a/useradmin/mobile/logon/entermemorableinformation.jsp;193729;daily;1218;0.551231359269908
lloyds retail;a/make_payment;173427;daily;1218;0.8718913433317765
lloyds retail;a/makepayment/makepaymentconfirmation.jsp;130951;daily;1218;0.8297034768730288
lloyds retail;a/makepayment/makepaymentsuccessful.jsp;118130;daily;1218;0.7457927706763735
lloyds retail;a/make_transfer;108240;daily;1218;0.8742978566149298
lloyds retail;a/makepayment/fasterpaymentinprogress.jsp;92588;daily;1218;0.8919784421307296
lloyds retail;unauth/pages/mobiledefault/loggedoffmobile.jsp;88496;daily;1218;0.6057505423973965
lloyds retail;a/maketransfer/maketransferconfirmation.jsp;84949;daily;1218;0.8735888591978717
lloyds retail;a/maketransfer/maketransfersuccessful.jsp;83448;daily;1218;0.6435265075256447
lloyds retail;a/useradmin/mobile/logon/mobileinterstitialpage.jsp;77590;daily;1218;0.6781995102461658
lloyds retail;a/set_up_new_payee_for_payment;60151;daily;1218;0.894656780435903
lloyds retail;a/logon/reentermemorableinformation.jsp;34892;daily;1218;0.8504241659979365
lloyds retail;a/logoff/timedlogoff.jsp;31755;daily;1218;0.8733270351125807
lloyds retail;a/mobile/make_transfer;27393;daily;1218;0.8670463257036469
lloyds retail;a/sr_hub;25340;daily;1218;0.7793804262036306
lloyds retail;a/mobile/make_payment;24710;daily;1218;0.847895588830433
lloyds retail;a/payments/mobile/maketransfer/maketransfersuccessful.jsp;20511;daily;1218;0.5502900882453318
lloyds retail;a/payments/mobile/maketransfer/maketransferconfirmation.jsp;20098;daily;1218;0.8049308388894417
lloyds retail;a/payments/mobile/makepayment/makepaymentconfirmation.jsp;17871;daily;1218;0.769934530804096
lloyds retail;a/payments/mobile/makepayment/paymentsuccessful.jsp;15441;daily;1218;0.5261317272197397
lloyds retail;APPLICATION;8077384;daily;761;0.7224946220211891
lloyds retail;a/account_details;9859872;weekly;2976;0.7675163531534689
lloyds retail;a/account_overview_personal;8509582;weekly;2976;0.7801765703650309
lloyds retail;logon/login.jsp;7355047;weekly;2976;0.6806983694325814
lloyds retail;a/logon/entermemorableinformation.jsp;4839532;weekly;2976;0.5787670171413268
lloyds retail;unauth/pages/loggedoff.jsp;2925057;weekly;2976;0.69714658551953
lloyds retail;a/mobile/account_details;2139769;weekly;2976;0.8247079474466636
lloyds retail;a/mobile/account_overview;1993818;weekly;2976;0.8231478500043635
lloyds retail;a/useradmin/mobile/logon/entermemorableinformation.jsp;1342837;weekly;2976;0.5756871459454871
lloyds retail;a/logon/interstitialpage.jsp;1164612;weekly;2976;0.8229487588999598
lloyds retail;a/make_payment;1163394;weekly;2976;0.8873361045355228
lloyds retail;a/makepayment/makepaymentconfirmation.jsp;891050;weekly;2976;0.8500072947646036
lloyds retail;a/makepayment/makepaymentsuccessful.jsp;806769;weekly;2976;0.7757121307338284
lloyds retail;a/make_transfer;717124;weekly;2976;0.8954413741556551
lloyds retail;unauth/pages/mobiledefault/loggedoffmobile.jsp;608787;weekly;2976;0.6557063472117506
lloyds retail;a/makepayment/fasterpaymentinprogress.jsp;596181;weekly;2976;0.9102277663998014
lloyds retail;a/maketransfer/maketransferconfirmation.jsp;566549;weekly;2976;0.8960893056028693
lloyds retail;a/maketransfer/maketransfersuccessful.jsp;556105;weekly;2976;0.6765961464111994
lloyds retail;a/logoff/timedlogoff.jsp;397468;weekly;2976;0.8918416073746818
lloyds retail;a/set_up_new_payee_for_payment;379049;weekly;2976;0.9109455505752554
lloyds retail;a/logon/reentermemorableinformation.jsp;225368;weekly;2976;0.8730387632671897
lloyds retail;a/mobile/make_transfer;188914;weekly;2976;0.8840477677673438
lloyds retail;a/mobile/make_payment;185458;weekly;2976;0.8640339052507845
lloyds retail;a/sr_hub;152033;weekly;2976;0.8037498437839153
lloyds retail;a/useradmin/mobile/logon/mobileinterstitialpage.jsp;143528;weekly;2976;0.7345291511064044
lloyds retail;a/payments/mobile/maketransfer/maketransfersuccessful.jsp;140852;weekly;2976;0.5722495953199103
lloyds retail;a/payments/mobile/maketransfer/maketransferconfirmation.jsp;137341;weekly;2976;0.8273348817905797
lloyds retail;a/payments/mobile/makepayment/makepaymentconfirmation.jsp;134502;weekly;2976;0.7868470357318107
lloyds retail;a/payments/mobile/makepayment/paymentsuccessful.jsp;116639;weekly;2976;0.5346753658724783
lloyds retail;a/account_details_ress;112;weekly;2976;0.6428571428571429
lloyds retail;APPLICATION;51469995;weekly;3606;0.7471709876793265
Halifax Retail;a/account_details;3780;5min;161;0.7579365079365079
Halifax Retail;a/account_overview_personal;3545;5min;161;0.7923836389280677
Halifax Retail;logon/login.jsp;3182;5min;161;0.6546197360150848
Halifax Retail;a/logon/entermemorableinformation.jsp;2064;5min;161;0.5591085271317829
Halifax Retail;unauth/pages/loggedoff.jsp;1308;5min;161;0.6899847094801224
Halifax Retail;a/mobile/account_details;985;5min;161;0.8431472081218274
Halifax Retail;a/mobile/account_overview;868;5min;161;0.8191244239631337
Halifax Retail;a/useradmin/mobile/logon/entermemorableinformation.jsp;599;5min;161;0.5767946577629383
Halifax Retail;a/logon/interstitialpage.jsp;425;5min;161;0.8494117647058823
Halifax Retail;a/make_payment;404;5min;161;0.8836633663366337
Halifax Retail;a/makepayment/makepaymentconfirmation.jsp;312;5min;161;0.875
Halifax Retail;a/makepayment/makepaymentsuccessful.jsp;276;5min;161;0.7572463768115942
Halifax Retail;a/make_transfer;265;5min;161;0.9
Halifax Retail;unauth/pages/mobiledefault/loggedoffmobile.jsp;254;5min;161;0.6279527559055118
Halifax Retail;a/maketransfer/maketransferconfirmation.jsp;231;5min;161;0.8831168831168831
Halifax Retail;a/maketransfer/maketransfersuccessful.jsp;228;5min;161;0.6710526315789473
Halifax Retail;a/makepayment/fasterpaymentinprogress.jsp;210;5min;161;0.9047619047619048
Halifax Retail;a/logoff/timedlogoff.jsp;155;5min;161;0.9225806451612903
Halifax Retail;a/set_up_new_payee_for_payment;127;5min;161;0.889763779527559
Halifax Retail;APPLICATION;20912;5min;103;0.7390015302218822
Halifax Retail;a/account_details;68544;hourly;120;0.68937470821662
Halifax Retail;a/account_overview_personal;66079;hourly;120;0.7262670439927965
Halifax Retail;logon/login.jsp;62148;hourly;120;0.5307169981334878
Halifax Retail;a/logon/entermemorableinformation.jsp;39990;hourly;120;0.46410352588147036
Halifax Retail;unauth/pages/loggedoff.jsp;23342;hourly;120;0.6084097335275469
Halifax Retail;a/mobile/account_details;18235;hourly;120;0.7930353715382507
Halifax Retail;a/mobile/account_overview;16584;hourly;120;0.775506512301013
Halifax Retail;a/useradmin/mobile/logon/entermemorableinformation.jsp;11457;hourly;120;0.5096884001047395
Halifax Retail;a/make_payment;7688;hourly;120;0.8303199791883454
Halifax Retail;a/logon/interstitialpage.jsp;7574;hourly;120;0.7958806443094798
Halifax Retail;a/makepayment/makepaymentconfirmation.jsp;5866;hourly;120;0.7925332424139107
Halifax Retail;a/make_transfer;5513;hourly;120;0.8349356067476873
Halifax Retail;a/makepayment/makepaymentsuccessful.jsp;5227;hourly;120;0.7114979911995408
Halifax Retail;unauth/pages/mobiledefault/loggedoffmobile.jsp;4539;hourly;120;0.5246750385547477
Halifax Retail;a/maketransfer/maketransferconfirmation.jsp;4429;hourly;120;0.8287423797696997
Halifax Retail;a/maketransfer/maketransfersuccessful.jsp;4309;hourly;120;0.6332095613831515
Halifax Retail;a/makepayment/fasterpaymentinprogress.jsp;4040;hourly;120;0.8372524752475248
Halifax Retail;a/logoff/timedlogoff.jsp;3051;hourly;120;0.8498852835136022
Halifax Retail;a/set_up_new_payee_for_payment;2158;hourly;120;0.8487025023169601
Halifax Retail;a/logon/reentermemorableinformation.jsp;1687;hourly;120;0.8209839952578541
Halifax Retail;a/mobile/make_transfer;1662;hourly;120;0.8471720818291215
Halifax Retail;a/sr_hub;1481;hourly;120;0.7373396353814989
Halifax Retail;a/mobile/make_payment;1340;hourly;120;0.8238805970149253
Halifax Retail;a/payments/mobile/maketransfer/maketransfersuccessful.jsp;1268;hourly;120;0.555205047318612
Halifax Retail;a/payments/mobile/maketransfer/maketransferconfirmation.jsp;1191;hourly;120;0.7879932829554995
Halifax Retail;a/payments/mobile/makepayment/makepaymentconfirmation.jsp;1021;hourly;120;0.7345739471106758
Halifax Retail;a/payments/mobile/makepayment/paymentsuccessful.jsp;893;hourly;120;0.5078387458006719
Halifax Retail;a/useradmin/mobile/logon/mobileinterstitialpage.jsp;252;hourly;120;0.7658730158730159
Halifax Retail;APPLICATION;392597;hourly;89;0.6614479988385036
Halifax Retail;a/account_details;1052045;daily;657;0.718059113440965
Halifax Retail;a/account_overview_personal;915843;daily;657;0.7173189072799595
Halifax Retail;logon/login.jsp;850799;daily;657;0.5992143855364193
Halifax Retail;a/logon/entermemorableinformation.jsp;525978;daily;657;0.4913503986858766
Halifax Retail;unauth/pages/loggedoff.jsp;332630;daily;657;0.6452920662598082
Halifax Retail;a/mobile/account_details;298818;daily;657;0.8211837974954654
Halifax Retail;a/mobile/account_overview;269195;daily;657;0.8010048477869203
Halifax Retail;a/useradmin/mobile/logon/entermemorableinformation.jsp;181489;daily;657;0.5676955628164793
Halifax Retail;a/make_payment;116724;daily;657;0.8220760083616051
Halifax Retail;a/logon/interstitialpage.jsp;103957;daily;657;0.8112681204728879
Halifax Retail;a/makepayment/makepaymentconfirmation.jsp;90414;daily;657;0.8191762337691065
Halifax Retail;a/makepayment/makepaymentsuccessful.jsp;81169;daily;657;0.7440586923579199
Halifax Retail;a/make_transfer;78108;daily;657;0.8758321810826035
Halifax Retail;unauth/pages/mobiledefault/loggedoffmobile.jsp;77640;daily;657;0.5899536321483771
Halifax Retail;a/makepayment/fasterpaymentinprogress.jsp;65406;daily;657;0.8812341375408984
Halifax Retail;a/maketransfer/maketransferconfirmation.jsp;60935;daily;657;0.8639041601706736
Halifax Retail;a/maketransfer/maketransfersuccessful.jsp;59445;daily;657;0.6272016149381782
Halifax Retail;a/logoff/timedlogoff.jsp;42582;daily;657;0.8744422525949932
Halifax Retail;a/set_up_new_payee_for_payment;38625;daily;657;0.8787961165048543
Halifax Retail;a/mobile/make_transfer;26656;daily;657;0.8733868547418968
Halifax Retail;a/logon/reentermemorableinformation.jsp;26326;daily;657;0.8515346045734256
Halifax Retail;a/mobile/make_payment;25377;daily;657;0.852563344761004
Halifax Retail;a/sr_hub;21062;daily;657;0.7823805906371665
Halifax Retail;a/payments/mobile/maketransfer/maketransfersuccessful.jsp;19844;daily;657;0.5516024994960693
Halifax Retail;a/payments/mobile/maketransfer/maketransferconfirmation.jsp;19188;daily;657;0.8146497811131957
Halifax Retail;a/payments/mobile/makepayment/makepaymentconfirmation.jsp;18265;daily;657;0.7680810292909938
Halifax Retail;a/payments/mobile/makepayment/paymentsuccessful.jsp;15677;daily;657;0.531255980098233
Halifax Retail;a/useradmin/mobile/logon/mobileinterstitialpage.jsp;4045;daily;657;0.7907292954264524
Halifax Retail;APPLICATION;5809425;daily;698;0.6965506052664421
Halifax Retail;a/account_details;6811280;weekly;1785;0.7322053270457242
Halifax Retail;a/account_overview_personal;6026969;weekly;1785;0.7225668491077356
Halifax Retail;logon/login.jsp;5681633;weekly;1785;0.6314490921888126
Halifax Retail;a/logon/entermemorableinformation.jsp;3425303;weekly;1785;0.5038422878209606
Halifax Retail;unauth/pages/loggedoff.jsp;2175163;weekly;1785;0.6752045708758379
Halifax Retail;a/mobile/account_details;2053442;weekly;1785;0.8323312759746806
Halifax Retail;a/mobile/account_overview;1859201;weekly;1785;0.8107792003123923
Halifax Retail;a/useradmin/mobile/logon/entermemorableinformation.jsp;1248885;weekly;1785;0.5783747102415354
Halifax Retail;a/make_payment;791143;weekly;1785;0.8317756714020095
Halifax Retail;a/logon/interstitialpage.jsp;746009;weekly;1785;0.831629377125477
Halifax Retail;a/makepayment/makepaymentconfirmation.jsp;617168;weekly;1785;0.8348456174007726
Halifax Retail;a/makepayment/makepaymentsuccessful.jsp;555172;weekly;1785;0.7672496091301435
Halifax Retail;unauth/pages/mobiledefault/loggedoffmobile.jsp;529904;weekly;1785;0.6187394320480691
Halifax Retail;a/make_transfer;523026;weekly;1785;0.8902750532478308
Halifax Retail;a/makepayment/fasterpaymentinprogress.jsp;420486;weekly;1785;0.8978218061956879
Halifax Retail;a/maketransfer/maketransferconfirmation.jsp;408788;weekly;1785;0.8805823556464476
Halifax Retail;a/maketransfer/maketransfersuccessful.jsp;399065;weekly;1785;0.6538771879267788
Halifax Retail;a/logoff/timedlogoff.jsp;300967;weekly;1785;0.8912272774091512
Halifax Retail;a/set_up_new_payee_for_payment;248525;weekly;1785;0.902176843375918
Halifax Retail;a/mobile/make_transfer;185985;weekly;1785;0.8822700755437266
Halifax Retail;a/mobile/make_payment;182863;weekly;1785;0.8634086720659729
Halifax Retail;a/logon/reentermemorableinformation.jsp;172756;weekly;1785;0.8653968603116534
Halifax Retail;a/payments/mobile/maketransfer/maketransfersuccessful.jsp;138814;weekly;1785;0.5667764058380279
Halifax Retail;a/payments/mobile/maketransfer/maketransferconfirmation.jsp;133874;weekly;1785;0.8282601550711863
Halifax Retail;a/payments/mobile/makepayment/makepaymentconfirmation.jsp;132189;weekly;1785;0.7816535415200963
Halifax Retail;a/sr_hub;128806;weekly;1785;0.7992562458270578
Halifax Retail;a/payments/mobile/makepayment/paymentsuccessful.jsp;115118;weekly;1785;0.5385343734255286
Halifax Retail;a/useradmin/mobile/logon/mobileinterstitialpage.jsp;31130;weekly;1785;0.7998393832316094
Halifax Retail;APPLICATION;38631379;weekly;1672;0.7134700524151623
Scotland Retail;a/account_details;735;5min;161;0.7857142857142857
Scotland Retail;a/account_overview_personal;718;5min;161;0.7931754874651811
Scotland Retail;logon/login.jsp;675;5min;161;0.6725925925925926
Scotland Retail;a/logon/entermemorableinformation.jsp;439;5min;161;0.5330296127562643
Scotland Retail;unauth/pages/loggedoff.jsp;285;5min;161;0.6543859649122807
Scotland Retail;a/mobile/account_overview;177;5min;161;0.8107344632768362
Scotland Retail;a/mobile/account_details;171;5min;161;0.8362573099415205
Scotland Retail;a/make_payment;111;5min;161;0.9234234234234234
Scotland Retail;a/useradmin/mobile/logon/entermemorableinformation.jsp;109;5min;161;0.555045871559633
Scotland Retail;APPLICATION;3553;5min;101;0.7475372924289333
Scotland Retail;logon/login.jsp;11372;hourly;192;0.4984171649665846
Scotland Retail;a/account_details;10748;hourly;192;0.6480275400074432
Scotland Retail;a/account_overview_personal;10370;hourly;192;0.6565091610414657
Scotland Retail;a/logon/entermemorableinformation.jsp;7110;hourly;192;0.31694796061884667
Scotland Retail;unauth/pages/loggedoff.jsp;3731;hourly;192;0.4356740820155454
Scotland Retail;a/mobile/account_details;2916;hourly;192;0.7402263374485597
Scotland Retail;a/mobile/account_overview;2702;hourly;192;0.7298297557364914
Scotland Retail;a/useradmin/mobile/logon/entermemorableinformation.jsp;1958;hourly;192;0.42288049029622066
Scotland Retail;a/make_payment;1433;hourly;192;0.7868108862526169
Scotland Retail;a/makepayment/makepaymentconfirmation.jsp;1098;hourly;192;0.7395264116575592
Scotland Retail;a/make_transfer;1010;hourly;192;0.7896039603960396
Scotland Retail;a/makepayment/makepaymentsuccessful.jsp;958;hourly;192;0.6774530271398748
Scotland Retail;a/logon/interstitialpage.jsp;882;hourly;192;0.7023809523809523
Scotland Retail;a/maketransfer/maketransferconfirmation.jsp;786;hourly;192;0.7818066157760815
Scotland Retail;a/maketransfer/maketransfersuccessful.jsp;760;hourly;192;0.6217105263157895
Scotland Retail;unauth/pages/mobiledefault/loggedoffmobile.jsp;725;hourly;192;0.5089655172413793
Scotland Retail;a/makepayment/fasterpaymentinprogress.jsp;699;hourly;192;0.7846924177396281
Scotland Retail;a/account_details_ress;543;hourly;192;0.6243093922651933
Scotland Retail;a/set_up_new_payee_for_payment;455;hourly;192;0.8175824175824176
Scotland Retail;a/logoff/timedlogoff.jsp;379;hourly;192;0.8271767810026385
Scotland Retail;a/logon/reentermemorableinformation.jsp;297;hourly;192;0.7356902356902357
Scotland Retail;a/mobile/make_transfer;246;hourly;192;0.8150406504065041
Scotland Retail;a/mobile/make_payment;210;hourly;192;0.7285714285714285
Scotland Retail;a/sr_hub;202;hourly;192;0.6757425742574258
Scotland Retail;a/payments/mobile/maketransfer/maketransfersuccessful.jsp;168;hourly;192;0.5297619047619048
Scotland Retail;a/payments/mobile/maketransfer/maketransferconfirmation.jsp;164;hourly;192;0.7408536585365854
Scotland Retail;a/payments/mobile/makepayment/makepaymentconfirmation.jsp;154;hourly;192;0.6590909090909091
Scotland Retail;a/payments/mobile/makepayment/paymentsuccessful.jsp;136;hourly;192;0.4742647058823529
Scotland Retail;APPLICATION;65435;hourly;96;0.5919920531825476
Scotland Retail;a/account_details;181699;daily;599;0.7584136401411125
Scotland Retail;a/account_overview_personal;160982;daily;599;0.7778664695431787
Scotland Retail;logon/login.jsp;159551;daily;599;0.6508608532694875
Scotland Retail;a/logon/entermemorableinformation.jsp;99687;daily;599;0.5313681824109463
Scotland Retail;unauth/pages/loggedoff.jsp;60020;daily;599;0.6736421192935688
Scotland Retail;a/mobile/account_details;52904;daily;599;0.8490945864206866
Scotland Retail;a/mobile/account_overview;47299;daily;599;0.8361698978836762
Scotland Retail;a/useradmin/mobile/logon/entermemorableinformation.jsp;32559;daily;599;0.5914954390491108
Scotland Retail;a/make_payment;21978;daily;599;0.8847711347711348
Scotland Retail;a/makepayment/makepaymentconfirmation.jsp;16707;daily;599;0.8454240737415455
Scotland Retail;a/logon/interstitialpage.jsp;15087;daily;599;0.8417843176244448
Scotland Retail;a/makepayment/makepaymentsuccessful.jsp;15003;daily;599;0.7754782376857962
Scotland Retail;a/make_transfer;14614;daily;599;0.8950663747091829
Scotland Retail;unauth/pages/mobiledefault/loggedoffmobile.jsp;13574;daily;599;0.7047664653013114
Scotland Retail;a/makepayment/fasterpaymentinprogress.jsp;11552;daily;599;0.9059470221606648
Scotland Retail;a/maketransfer/maketransferconfirmation.jsp;11225;daily;599;0.8943429844097995
Scotland Retail;a/maketransfer/maketransfersuccessful.jsp;10946;daily;599;0.672209026128266
Scotland Retail;a/set_up_new_payee_for_payment;7787;daily;599;0.9171054321304739
Scotland Retail;a/account_details_ress;7766;daily;599;0.7584985835694051
Scotland Retail;a/logoff/timedlogoff.jsp;6472;daily;599;0.9044344870210136
Scotland Retail;a/logon/reentermemorableinformation.jsp;4692;daily;599;0.8671142369991475
Scotland Retail;a/mobile/make_transfer;4556;daily;599;0.8911325724319579
Scotland Retail;a/mobile/make_payment;4230;daily;599;0.8821513002364066
Scotland Retail;a/payments/mobile/maketransfer/maketransfersuccessful.jsp;3397;daily;599;0.5862525758021784
Scotland Retail;a/payments/mobile/maketransfer/maketransferconfirmation.jsp;3223;daily;599;0.8459509773502948
Scotland Retail;a/sr_hub;3217;daily;599;0.7998134908299658
Scotland Retail;a/payments/mobile/makepayment/makepaymentconfirmation.jsp;3032;daily;599;0.799802110817942
Scotland Retail;a/payments/mobile/makepayment/paymentsuccessful.jsp;2657;daily;599;0.5321791494166354
Scotland Retail;a/useradmin/mobile/logon/mobileinterstitialpage.jsp;1382;daily;599;0.8136758321273516
Scotland Retail;APPLICATION;1054324;daily;476;0.7359483422553219
Scotland Retail;a/account_details;1158973;weekly;2164;0.7738532304031241
Scotland Retail;logon/login.jsp;1050956;weekly;2164;0.6838878126201288
Scotland Retail;a/account_overview_personal;1042399;weekly;2164;0.7925031585793924
Scotland Retail;a/logon/entermemorableinformation.jsp;635920;weekly;2164;0.5632493080890678
Scotland Retail;unauth/pages/loggedoff.jsp;387717;weekly;2164;0.7223516121294655
Scotland Retail;a/mobile/account_details;373735;weekly;2164;0.8693740216998675
Scotland Retail;a/mobile/account_overview;332452;weekly;2164;0.8504310396688846
Scotland Retail;a/useradmin/mobile/logon/entermemorableinformation.jsp;225728;weekly;2164;0.616613800680465
Scotland Retail;a/make_payment;146613;weekly;2164;0.8960153601658789
Scotland Retail;a/makepayment/makepaymentconfirmation.jsp;112251;weekly;2164;0.8627851867689375
Scotland Retail;a/logon/interstitialpage.jsp;110869;weekly;2164;0.8630049878685656
Scotland Retail;a/makepayment/makepaymentsuccessful.jsp;101386;weekly;2164;0.8029165762531316
Scotland Retail;a/make_transfer;98100;weekly;2164;0.9106371049949031
Scotland Retail;unauth/pages/mobiledefault/loggedoffmobile.jsp;93791;weekly;2164;0.7480301947948097
Scotland Retail;a/maketransfer/maketransferconfirmation.jsp;76486;weekly;2164;0.9122649896713124
Scotland Retail;a/maketransfer/maketransfersuccessful.jsp;74684;weekly;2164;0.7015692785603342
Scotland Retail;a/makepayment/fasterpaymentinprogress.jsp;73525;weekly;2164;0.9265351921115267
Scotland Retail;a/set_up_new_payee_for_payment;48578;weekly;2164;0.9265408209477541
Scotland Retail;a/account_details_ress;47714;weekly;2164;0.7781154378169929
Scotland Retail;a/logoff/timedlogoff.jsp;44437;weekly;2164;0.9193689943065464
Scotland Retail;a/mobile/make_transfer;32035;weekly;2164;0.9109255501794912
Scotland Retail;a/mobile/make_payment;31635;weekly;2164;0.8972182709024814
Scotland Retail;a/logon/reentermemorableinformation.jsp;30232;weekly;2164;0.8864117491399841
Scotland Retail;a/payments/mobile/maketransfer/maketransfersuccessful.jsp;23763;weekly;2164;0.6074148886925052
Scotland Retail;a/payments/mobile/makepayment/makepaymentconfirmation.jsp;22726;weekly;2164;0.8228900818445833
Scotland Retail;a/payments/mobile/maketransfer/maketransferconfirmation.jsp;22627;weekly;2164;0.8707075617624961
Scotland Retail;a/sr_hub;20831;weekly;2164;0.8232442033507753
Scotland Retail;a/payments/mobile/makepayment/paymentsuccessful.jsp;20047;weekly;2164;0.5454432084601187
Scotland Retail;a/useradmin/mobile/logon/mobileinterstitialpage.jsp;11137;weekly;2164;0.8403519798868636
Scotland Retail;APPLICATION;6954644;weekly;1387;0.7602432274031568
TBS Commercial;APPLICATION;733;5min;79;0.7646657571623465
TBS Commercial;a/account_details;1739;hourly;163;0.6719378953421506
TBS Commercial;a/account_overview_business;1587;hourly;163;0.7391304347826086
TBS Commercial;logon/login.jsp;1314;hourly;163;0.4452054794520548
TBS Commercial;a/logon/authenticationinformation.jsp;1096;hourly;163;0.3403284671532847
TBS Commercial;a/makepayment/makemultiplepayment.jsp;940;hourly;163;0.7877659574468086
TBS Commercial;unauth/pages/loggedoff.jsp;582;hourly;163;0.47164948453608246
TBS Commercial;a/makepayment/makepaymentconfirmation.jsp;354;hourly;163;0.769774011299435
TBS Commercial;a/makepayment/makepaymentsuccessful.jsp;307;hourly;163;0.6710097719869706
TBS Commercial;a/makepayment/fasterpaymentinprogress.jsp;256;hourly;163;0.82421875
TBS Commercial;a/set_up_new_payee;110;hourly;163;0.8772727272727273
TBS Commercial;APPLICATION;9050;hourly;133;0.6233149171270719
TBS Commercial;a/account_details;22787;daily;587;0.8101110282178435
TBS Commercial;a/account_overview_business;20159;daily;587;0.8506622352299221
TBS Commercial;logon/login.jsp;14787;daily;587;0.6460742544126598
